positive_ratings,negative_ratings,owners,average_playtime,median_playtime,price
21,1,10000.0,0,0,6.99
66,29,75000.0,251,251,0.79
408,29,10000.0,1,1,6.99
6,2,10000.0,0,0,2.09
140,47,10000.0,0,0,6.99
3,3,10000.0,0,0,6.99
28,3,10000.0,0,0,5.79
18,2,10000.0,0,0,4.99
32,0,10000.0,0,0,0.79
8,3,10000.0,0,0,0.79
49,29,10000.0,0,0,2.79
316,5,10000.0,0,0,26.99
348,35,10000.0,8,8,9.99
153,17,10000.0,0,0,2.79
38,3,10000.0,0,0,1.99
2515,240,350000.0,131,131,1.59
27,2,10000.0,0,0,6.99
117,35,75000.0,14,14,0.0
378,83,75000.0,20,20,14.99
5,0,10000.0,0,0,3.99
2,7,10000.0,0,0,6.99
6,13,10000.0,0,0,14.99
16,7,10000.0,0,0,4.79
19,30,10000.0,0,0,1.99
72,18,150000.0,262,292,0.79
44,9,10000.0,0,0,10.99
2253,581,750000.0,98,37,0.0
262,4,35000.0,0,0,3.99
19,9,35000.0,0,0,1.69
61,43,35000.0,3,3,0.0
38,12,10000.0,0,0,3.99
10,2,10000.0,0,0,3.99
52,78,350000.0,206,221,0.79
11,0,10000.0,0,0,3.99
6,14,75000.0,0,0,2.89
51,2,35000.0,0,0,0.79
13,0,10000.0,0,0,2.79
20,10,35000.0,300,300,0.79
1045,92,35000.0,856,856,18.99
4,4,10000.0,0,0,1.99
5484,269,350000.0,394,463,10.99
9,2,10000.0,0,0,0.0
784,1079,350000.0,36,51,0.0
11,6,10000.0,0,0,10.99
6,1,10000.0,0,0,6.99
7,3,10000.0,0,0,1.59
52,22,10000.0,0,0,6.99
40,12,10000.0,0,0,0.0
1087,216,75000.0,102,102,1.99
4,4,10000.0,0,0,4.79
38,2,10000.0,0,0,0.79
3,2,10000.0,0,0,3.99
24,15,10000.0,0,0,7.99
160,126,10000.0,0,0,14.99
17,2,10000.0,0,0,5.59
1,0,10000.0,0,0,1.99
62,82,10000.0,0,0,6.99
100,84,10000.0,0,0,3.99
60,6,35000.0,298,298,1.99
140,14,35000.0,0,0,3.99
50,78,35000.0,0,0,7.99
37,17,10000.0,0,0,4.99
81,71,150000.0,142,148,0.0
1072,136,350000.0,7,11,0.0
20,28,10000.0,0,0,6.99
76,11,10000.0,0,0,6.99
120,7,35000.0,0,0,0.0
1839,260,150000.0,282,297,1.99
61,83,150000.0,235,270,3.19
31,14,35000.0,299,326,3.19
45,27,35000.0,0,0,3.99
1655,619,750000.0,22,14,0.0
142,71,150000.0,238,248,0.79
22,11,10000.0,0,0,4.79
38,82,150000.0,238,276,1.59
6,1,10000.0,264,284,2.09
79,10,150000.0,214,223,1.99
84,67,350000.0,207,217,0.79
66,64,150000.0,276,302,3.19
32,12,10000.0,0,0,15.49
15934,8556,1500000.0,1264,594,15.49
28,15,10000.0,0,0,0.79
46,111,35000.0,0,0,4.79
8,14,10000.0,0,0,1.69
1160,348,1500000.0,219,234,0.79
13,5,10000.0,0,0,4.79
3,10,10000.0,0,0,1.99
28,10,10000.0,234,234,3.99
7,1,10000.0,0,0,6.99
31,6,10000.0,0,0,2.89
40,17,35000.0,0,0,1.59
225,23,35000.0,0,0,6.99
7,2,10000.0,0,0,3.99
14,51,10000.0,0,0,3.99
10,0,10000.0,0,0,2.09
42,9,35000.0,322,322,1.69
30,22,10000.0,0,0,1.99
20,10,35000.0,0,0,10.99
7,1,10000.0,0,0,4.99
14,5,10000.0,0,0,6.99
103,15,35000.0,0,0,6.99
8,4,10000.0,0,0,6.99
20,9,10000.0,0,0,6.99
51,7,10000.0,0,0,6.99
24,9,10000.0,0,0,6.99
24,11,10000.0,0,0,6.99
6,1,10000.0,0,0,3.99
9,3,10000.0,0,0,5.59
56,67,10000.0,0,0,2.49
52,54,10000.0,0,0,6.99
490,34,35000.0,125,125,14.99
57,5,10000.0,0,0,2.79
7,5,10000.0,0,0,0.79
3,1,10000.0,0,0,0.79
7,2,10000.0,0,0,2.99
43,27,35000.0,0,0,0.0
15,6,10000.0,0,0,3.99
41,56,10000.0,0,0,7.19
41,22,10000.0,0,0,0.79
48,33,75000.0,232,232,0.79
31,47,75000.0,232,232,0.79
26,41,150000.0,222,222,0.79
185,62,10000.0,0,0,11.99
0,1,10000.0,0,0,6.99
6,3,10000.0,0,0,0.99
1,1,10000.0,0,0,9.29
3,0,35000.0,246,246,10.29
9,18,35000.0,0,0,3.99
7,7,10000.0,0,0,9.99
178,29,75000.0,176,176,1.69
168,5,75000.0,296,296,7.19
11,2,10000.0,0,0,3.99
41,6,35000.0,0,0,1.99
119,48,350000.0,268,239,1.99
39,26,10000.0,0,0,6.99
15,3,10000.0,0,0,6.99
0,11,10000.0,251,251,4.79
2,1,10000.0,0,0,6.99
2,0,10000.0,0,0,6.99
1,0,10000.0,0,0,6.99
6,0,10000.0,0,0,5.19
1,0,10000.0,0,0,6.99
4,0,10000.0,0,0,4.99
9,8,10000.0,0,0,3.99
24,5,10000.0,0,0,3.99
6,3,10000.0,0,0,3.99
52,6,10000.0,0,0,15.49
2,0,10000.0,0,0,7.19
60,10,10000.0,0,0,0.79
2468,583,350000.0,91,91,22.99
219,72,75000.0,0,0,3.99
6,3,10000.0,0,0,1.59
53,40,10000.0,0,0,6.99
7,1,10000.0,0,0,3.99
14,0,10000.0,0,0,3.99
203,11,75000.0,14,14,0.0
1480,196,75000.0,112,155,1.99
1585,698,150000.0,0,0,26.99
1,3,10000.0,0,0,3.99
3375,685,350000.0,1164,1453,44.99
20,11,10000.0,0,0,0.0
169,60,35000.0,0,0,18.99
284,193,75000.0,476,492,0.79
123,157,350000.0,212,224,0.79
164,16,35000.0,19,19,0.79
104,10,10000.0,0,0,5.99
59,74,350000.0,222,231,0.79
9,2,10000.0,0,0,0.0
12,4,10000.0,0,0,1.99
6,0,10000.0,0,0,3.99
2,7,10000.0,0,0,4.79
92,48,75000.0,5402,10579,0.79
28,31,10000.0,0,0,6.99
1,0,10000.0,0,0,1.99
16,1,10000.0,0,0,3.99
16,2,10000.0,0,0,15.99
13,8,35000.0,0,0,2.79
324,24,10000.0,102,102,14.99
9,1,10000.0,0,0,1.99
94,30,10000.0,0,0,15.49
10,15,10000.0,0,0,10.99
21,8,10000.0,194,194,2.09
63,11,10000.0,0,0,6.99
15,4,10000.0,0,0,3.99
8,1,10000.0,0,0,1.59
1,1,10000.0,0,0,4.79
13,6,10000.0,0,0,0.0
245,2,10000.0,0,0,0.79
15,2,10000.0,0,0,1.69
433,193,150000.0,2,3,0.0
5,0,10000.0,0,0,3.99
2,2,10000.0,0,0,3.99
10,1,10000.0,0,0,1.59
12,6,10000.0,0,0,3.99
19,0,10000.0,0,0,12.0
42,3,10000.0,0,0,4.99
71,25,10000.0,0,0,14.99
374,11,10000.0,0,0,7.19
9,3,10000.0,0,0,6.99
3,1,10000.0,0,0,6.99
9,7,10000.0,0,0,2.09
0,6,10000.0,0,0,10.99
1,1,10000.0,0,0,6.99
12847,1309,350000.0,2191,2229,10.99
16,2,10000.0,0,0,6.99
3,0,10000.0,0,0,0.79
50,4,10000.0,0,0,2.89
2,1,10000.0,0,0,6.99
19,4,10000.0,0,0,11.99
3,0,10000.0,0,0,2.79
8,6,10000.0,0,0,2.09
24,5,10000.0,0,0,2.79
5,7,150000.0,258,271,0.79
4,1,10000.0,0,0,10.99
109,24,150000.0,135,247,6.99
22,24,75000.0,210,217,0.79
44,22,10000.0,0,0,18.99
9,11,10000.0,0,0,3.99
11,0,10000.0,0,0,7.19
12,3,10000.0,52,52,5.19
457,57,10000.0,0,0,12.39
13,6,10000.0,0,0,6.99
308,58,35000.0,84,110,11.39
32,6,10000.0,0,0,15.49
3,0,10000.0,0,0,1.69
23,2,10000.0,0,0,10.29
17,4,10000.0,0,0,6.99
14,1,10000.0,0,0,6.99
3,6,10000.0,0,0,2.89
10,17,10000.0,0,0,14.99
13,6,10000.0,0,0,10.99
4,4,10000.0,0,0,6.19
83,9,35000.0,0,0,0.0
72,12,10000.0,0,0,10.29
2,3,10000.0,0,0,6.99
54,13,10000.0,0,0,6.19
68,28,35000.0,0,0,6.99
121,31,10000.0,0,0,1.99
12,17,10000.0,0,0,5.99
20,10,10000.0,0,0,11.39
23,2,10000.0,0,0,1.99
1,3,10000.0,0,0,2.79
0,4,10000.0,0,0,154.99
9,2,10000.0,0,0,1.69
16,8,10000.0,0,0,0.0
8,2,10000.0,0,0,2.79
2075,3780,150000.0,1337,2634,44.99
8,1,10000.0,0,0,1.69
81,12,10000.0,0,0,9.29
23,8,10000.0,0,0,0.0
2546,369,350000.0,216,397,29.99
139,47,10000.0,254,254,18.99
0,1,10000.0,0,0,0.79
69,17,10000.0,0,0,18.99
315,50,150000.0,0,0,4.99
115,96,150000.0,0,0,7.99
10,0,10000.0,0,0,10.99
706,45,35000.0,0,0,0.0
19,1,10000.0,0,0,1.69
3,1,10000.0,0,0,1.59
18,1,10000.0,0,0,6.99
8,6,10000.0,0,0,10.99
8,0,10000.0,0,0,4.99
2596,458,350000.0,109,158,3.99
54,9,10000.0,0,0,10.99
157,56,10000.0,0,0,9.99
16,11,10000.0,0,0,14.99
125,46,35000.0,28,28,4.79
21,6,10000.0,0,0,4.99
4,4,10000.0,0,0,1.99
496,66,10000.0,0,0,15.49
10,7,10000.0,0,0,3.99
31,6,10000.0,386,386,5.99
20,10,10000.0,0,0,0.79
2055,116,350000.0,55,82,0.0
5,2,10000.0,0,0,2.79
55,120,150000.0,218,218,1.59
31,3,10000.0,0,0,4.79
145,21,10000.0,0,0,3.99
2,0,10000.0,0,0,1.69
168,46,10000.0,0,0,14.99
209,20,35000.0,254,254,1.59
1,0,10000.0,0,0,5.59
15716,4308,750000.0,1409,867,19.99
110,198,350000.0,257,266,0.79
103,53,10000.0,96,96,14.99
10,8,10000.0,0,0,3.99
32,16,10000.0,98,98,1.99
220,29,10000.0,0,0,5.99
702,309,150000.0,73,142,0.0
8,5,10000.0,0,0,3.99
13,16,35000.0,0,0,0.0
4854,2493,350000.0,280,251,8.99
7,2,10000.0,0,0,3.99
2,8,10000.0,0,0,11.99
5,1,10000.0,0,0,2.79
0,1,10000.0,0,0,1.59
3599,89,150000.0,284,284,15.0
9,0,10000.0,210,210,0.79
8,0,35000.0,272,317,0.79
18,6,10000.0,0,0,2.79
17,3,10000.0,0,0,11.39
1,12,10000.0,0,0,2.79
626,46,35000.0,43,43,6.99
3,3,10000.0,0,0,2.79
10,4,10000.0,0,0,10.99
19,3,10000.0,0,0,5.19
5,7,10000.0,0,0,11.39
6,0,10000.0,0,0,3.99
34,24,35000.0,0,0,3.99
37,21,10000.0,0,0,1.99
23,8,10000.0,0,0,0.79
2,2,10000.0,0,0,2.89
5,3,10000.0,0,0,1.5
6,2,10000.0,0,0,3.99
20,27,10000.0,0,0,1.99
2163,151,75000.0,1474,2078,22.99
39,15,10000.0,0,0,7.19
8,2,10000.0,0,0,4.99
13,14,35000.0,308,308,1.99
744,345,75000.0,10575,15852,0.0
8,0,10000.0,0,0,4.79
172,70,10000.0,126,126,7.19
36,7,10000.0,0,0,6.99
19,3,10000.0,0,0,11.39
59,18,10000.0,0,0,11.39
5,8,10000.0,0,0,6.99
630,201,350000.0,61,120,7.99
17,1,10000.0,0,0,10.99
2,1,10000.0,0,0,1.0
169,11,10000.0,0,0,6.99
295,148,150000.0,23,24,0.0
81,6,35000.0,0,0,0.0
15,1,10000.0,0,0,3.99
219,146,10000.0,0,0,34.99
63,35,35000.0,0,0,0.0
51,16,10000.0,0,0,10.99
3,1,10000.0,0,0,1.99
9,3,10000.0,0,0,7.19
24,19,10000.0,0,0,3.99
75,8,35000.0,211,211,1.59
1,2,10000.0,0,0,10.99
811,181,75000.0,142,142,10.29
824,38,150000.0,1,1,0.0
53,12,10000.0,0,0,5.59
107,51,75000.0,206,208,1.99
29,6,10000.0,0,0,4.99
3,0,10000.0,0,0,4.79
14,5,35000.0,0,0,0.0
39,15,10000.0,0,0,18.99
181,41,35000.0,0,0,10.99
7,4,10000.0,0,0,6.99
23,5,10000.0,0,0,1.59
31,18,10000.0,0,0,3.99
163,14,75000.0,0,0,0.0
145,33,150000.0,192,192,6.99
5,3,10000.0,0,0,10.99
24,4,10000.0,0,0,5.59
13,1,10000.0,0,0,11.39
548,62,150000.0,32,32,0.0
47,17,75000.0,271,271,1.99
257,50,75000.0,297,297,0.79
4,2,10000.0,0,0,9.99
3,2,10000.0,0,0,9.99
6,2,10000.0,0,0,9.99
7,2,10000.0,0,0,9.99
8,0,10000.0,0,0,9.99
0,4,10000.0,0,0,14.99
4,6,10000.0,0,0,14.99
19,2,10000.0,0,0,9.99
7,6,10000.0,0,0,14.99
3,1,10000.0,0,0,14.99
23,6,10000.0,0,0,14.99
23,3,10000.0,0,0,9.99
62,21,10000.0,0,0,18.99
113,27,35000.0,0,0,0.0
17,15,150000.0,191,210,0.79
39,15,10000.0,0,0,1.99
1531,640,150000.0,17,17,23.79
265,31,75000.0,151,151,3.99
91,74,150000.0,235,245,3.19
82,28,150000.0,288,315,3.19
224,36,10000.0,493,493,14.99
40,56,150000.0,228,242,3.99
18,9,10000.0,0,0,1.99
5,1,10000.0,0,0,3.99
37,5,35000.0,0,0,1.69
96,26,10000.0,0,0,10.99
261,6,10000.0,96,96,3.99
14,10,10000.0,0,0,1.59
7,4,10000.0,0,0,6.99
56,90,150000.0,0,0,3.99
25,3,10000.0,0,0,10.99
11,23,35000.0,0,0,29.99
336,93,150000.0,134,136,11.99
15,3,10000.0,0,0,3.99
135,66,150000.0,0,0,0.0
51,8,10000.0,0,0,11.39
22,12,10000.0,0,0,6.99
42,9,10000.0,0,0,0.0
13,4,10000.0,0,0,3.99
32,1,10000.0,0,0,6.99
865,97,75000.0,169,169,17.99
88,2,10000.0,0,0,1.99
5,2,10000.0,0,0,8.99
259,457,350000.0,236,235,0.79
19,26,10000.0,0,0,0.79
8,3,10000.0,0,0,5.79
28,47,35000.0,0,0,0.0
14,18,10000.0,0,0,2.79
5,3,10000.0,0,0,3.99
22,0,10000.0,0,0,4.99
30,8,10000.0,0,0,2.09
10,2,10000.0,0,0,10.99
39,4,10000.0,0,0,24.99
9,0,10000.0,0,0,4.49
7,0,10000.0,0,0,6.99
6,0,10000.0,0,0,4.79
3,5,10000.0,0,0,6.99
16,2,10000.0,0,0,5.79
530,49,35000.0,0,0,14.99
23,2,10000.0,0,0,7.2
2,2,10000.0,0,0,2.79
9,4,10000.0,0,0,0.0
25,15,10000.0,0,0,4.79
43,6,10000.0,0,0,4.79
43,7,35000.0,272,272,3.99
100,33,35000.0,0,0,3.99
46,10,35000.0,7,7,0.0
11,5,10000.0,0,0,1.99
29,44,35000.0,0,0,0.0
1110,162,35000.0,108,108,1.99
5,0,10000.0,0,0,3.99
7,2,10000.0,0,0,7.19
4,1,10000.0,0,0,1.99
19,16,10000.0,0,0,13.99
41,72,10000.0,0,0,11.39
681,275,35000.0,0,0,10.99
137,19,10000.0,77,77,10.99
19,20,10000.0,0,0,2.79
27,9,10000.0,0,0,0.0
139,55,10000.0,0,0,6.99
14,0,10000.0,0,0,3.99
53,19,35000.0,0,0,6.99
87,56,35000.0,0,0,0.0
6,6,10000.0,0,0,0.0
24,5,10000.0,0,0,0.79
3036,225,150000.0,530,530,3.99
86,37,75000.0,500,543,0.79
57,18,10000.0,0,0,10.99
26,2,10000.0,0,0,6.99
3,1,10000.0,0,0,3.99
3,0,10000.0,0,0,5.99
11,12,10000.0,0,0,10.59
43,11,10000.0,0,0,0.0
12,0,10000.0,0,0,6.99
32,10,10000.0,0,0,7.19
29,16,35000.0,0,0,0.0
16,0,10000.0,0,0,5.99
9,5,10000.0,0,0,3.99
34,4,10000.0,0,0,5.99
11,5,10000.0,0,0,18.99
39387,9414,750000.0,2022,1782,29.99
6,3,10000.0,0,0,0.0
76,9,10000.0,0,0,10.29
174,186,350000.0,258,261,0.79
1,0,10000.0,0,0,0.79
69,75,10000.0,0,0,10.99
9,2,10000.0,0,0,5.99
48,12,10000.0,0,0,2.89
28,5,10000.0,0,0,2.89
28,3,10000.0,0,0,4.79
1539,294,75000.0,444,444,23.79
22,4,10000.0,0,0,6.99
0,5,10000.0,0,0,0.79
444,62,35000.0,148,148,6.99
10,2,10000.0,0,0,6.99
170,51,10000.0,0,0,10.99
23,0,10000.0,0,0,5.19
408,53,35000.0,95,140,1.99
8,2,10000.0,0,0,5.79
319,371,150000.0,31,31,0.0
249,20,35000.0,0,0,15.99
12,0,10000.0,0,0,6.99
14,2,35000.0,0,0,0.79
8,11,10000.0,650,650,10.99
51,8,35000.0,109,109,3.99
21,28,35000.0,368,368,1.99
26,6,10000.0,0,0,6.99
67,40,10000.0,0,0,34.99
20,14,10000.0,221,234,1.69
25,23,75000.0,333,333,0.79
3,2,10000.0,0,0,3.99
10,13,10000.0,0,0,4.79
882,255,35000.0,0,0,8.99
40,13,35000.0,0,0,0.0
118,59,10000.0,0,0,3.99
37,3,10000.0,0,0,3.99
6,2,35000.0,257,271,3.99
1138,159,75000.0,85,85,39.99
28,8,10000.0,0,0,4.79
1121,75,150000.0,213,267,10.29
5,9,10000.0,0,0,1.59
13,6,35000.0,0,0,0.0
1,1,10000.0,0,0,1.69
4,9,10000.0,0,0,0.79
87,68,10000.0,22,22,3.99
149,26,10000.0,0,0,10.29
438,49,35000.0,0,0,7.19
2,4,10000.0,0,0,1.99
166,18,10000.0,0,0,5.99
37,3,10000.0,0,0,3.99
258,225,35000.0,0,0,34.99
21,1,10000.0,0,0,4.99
8,2,10000.0,0,0,5.59
450,74,150000.0,0,0,0.0
2,0,10000.0,0,0,3.99
3,3,10000.0,1,1,4.79
25,1,10000.0,0,0,1.59
194,106,75000.0,999,999,24.99
9,2,10000.0,0,0,2.89
2,1,10000.0,0,0,0.79
23,0,10000.0,0,0,9.99
235,35,10000.0,0,0,22.99
2757,1063,150000.0,133,171,14.99
116,112,75000.0,0,0,0.0
37,7,10000.0,0,0,4.99
36,20,75000.0,246,260,2.79
13,4,10000.0,0,0,154.99
43,18,10000.0,46,46,3.99
3,6,10000.0,0,0,3.19
53,13,10000.0,0,0,0.0
54,24,35000.0,0,0,0.0
4,1,10000.0,0,0,0.79
0,3,10000.0,0,0,2.09
279,317,350000.0,213,241,1.99
9,10,10000.0,0,0,0.0
121,5,10000.0,252,252,4.79
25,5,10000.0,0,0,3.99
167,86,35000.0,163,184,0.79
3,3,10000.0,0,0,10.99
13,10,10000.0,0,0,3.99
18,7,35000.0,0,0,0.0
29,8,35000.0,0,0,0.0
1277,789,350000.0,404,243,2.79
12,0,10000.0,0,0,1.69
45,4,10000.0,0,0,4.79
54,61,75000.0,203,203,2.09
9,0,10000.0,0,0,3.99
100,31,35000.0,210,210,2.79
0,5,10000.0,0,0,6.99
18,17,10000.0,0,0,29.99
0,2,10000.0,0,0,0.79
1219,279,150000.0,141,141,33.99
8,2,10000.0,0,0,3.99
54,6,10000.0,0,0,3.99
114,53,10000.0,0,0,6.99
146,7,35000.0,0,0,9.99
15,7,10000.0,1,1,1.99
4790,920,350000.0,1536,2022,15.49
25,24,10000.0,0,0,0.0
13,2,10000.0,0,0,3.99
9,1,10000.0,0,0,3.99
1122,145,75000.0,37,37,24.99
348,152,35000.0,60,60,24.99
409,89,35000.0,0,0,49.99
2,0,10000.0,0,0,2.79
12,3,10000.0,0,0,1.99
13,2,10000.0,0,0,6.99
5,11,10000.0,0,0,5.79
537,135,75000.0,159,232,3.99
0,2,10000.0,0,0,4.99
21,3,10000.0,0,0,4.99
69,14,35000.0,0,0,6.99
3372,1931,150000.0,1034,1152,33.99
504,169,75000.0,109,112,0.79
36,21,75000.0,307,313,3.19
68,12,10000.0,331,331,3.99
160,70,350000.0,256,279,0.79
141,30,150000.0,231,252,3.19
15,28,10000.0,0,0,1.49
1,6,10000.0,0,0,1.59
28,23,35000.0,351,368,3.19
28,55,350000.0,238,252,0.79
16,3,10000.0,0,0,10.29
74,19,10000.0,0,0,6.99
110,23,10000.0,0,0,2.79
29,2,10000.0,0,0,5.59
11,13,10000.0,0,0,1.99
43,8,10000.0,0,0,4.79
60,80,350000.0,223,219,1.99
126,119,350000.0,218,217,0.79
94,101,350000.0,210,229,0.79
19,23,35000.0,242,251,4.79
9,9,10000.0,0,0,0.79
11,13,35000.0,304,304,0.79
21,1,10000.0,0,0,1.99
8,4,10000.0,0,0,6.99
3,1,10000.0,0,0,4.99
6,3,10000.0,0,0,6.99
5,1,10000.0,0,0,6.99
8,1,10000.0,0,0,4.99
1,2,10000.0,0,0,4.99
5,0,10000.0,0,0,6.99
9,7,10000.0,0,0,14.99
2,0,10000.0,0,0,7.19
20,14,10000.0,0,0,6.99
6,1,10000.0,0,0,6.99
318,19,75000.0,0,0,0.0
27,11,35000.0,0,0,3.99
26,47,150000.0,236,256,3.19
78,65,150000.0,258,272,3.19
18,7,10000.0,0,0,15.49
27,4,10000.0,0,0,4.99
194,66,35000.0,0,0,14.99
20,12,35000.0,257,257,3.19
11,25,10000.0,1,1,6.99
3,2,10000.0,0,0,3.99
948,76,75000.0,772,1524,16.99
28,8,10000.0,175,175,5.19
64,14,10000.0,0,0,9.99
30,3,10000.0,0,0,2.99
155,55,75000.0,220,220,7.19
7,0,10000.0,0,0,3.99
71,19,35000.0,0,0,2.79
12,14,35000.0,0,0,0.0
247,101,10000.0,0,0,0.0
190,101,350000.0,212,218,1.59
288,75,10000.0,0,0,10.99
98,13,35000.0,0,0,0.0
320,188,10000.0,0,0,5.54
47,40,10000.0,0,0,29.99
270,73,150000.0,202,279,4.99
8,2,150000.0,302,302,0.79
17,3,10000.0,0,0,0.79
109,25,35000.0,0,0,7.19
40,21,10000.0,0,0,1.59
167,166,75000.0,0,0,0.0
13,2,10000.0,0,0,1.69
69,56,35000.0,0,0,5.99
12,1,10000.0,0,0,5.59
5,6,10000.0,0,0,5.19
2,4,10000.0,0,0,14.99
0,3,10000.0,0,0,2.09
13,1,10000.0,0,0,6.99
26,2,10000.0,0,0,1.59
16,8,10000.0,0,0,10.29
11,2,10000.0,0,0,15.49
15,1,10000.0,0,0,7.99
148,22,10000.0,0,0,6.99
38,8,10000.0,0,0,34.99
6,0,10000.0,0,0,2.09
49,58,10000.0,0,0,7.19
1,1,10000.0,0,0,0.79
35,1,10000.0,0,0,10.99
2182,528,350000.0,3,3,0.0
47,22,10000.0,0,0,4.99
6,0,10000.0,0,0,3.99
383,11,75000.0,13,13,0.0
273,36,35000.0,278,356,8.99
4610,3949,350000.0,1062,536,13.99
125,148,350000.0,223,227,1.59
1,1,10000.0,0,0,7.5
9,9,10000.0,0,0,2.79
27,7,10000.0,0,0,8.99
32,8,10000.0,0,0,6.99
8,6,10000.0,0,0,3.99
291,28,10000.0,0,0,2.79
24,9,10000.0,0,0,2.99
40,14,10000.0,0,0,2.09
81,36,10000.0,501,501,19.99
25,13,10000.0,0,0,6.19
357,20,10000.0,0,0,11.39
9,2,10000.0,0,0,5.59
177,36,35000.0,218,218,7.19
3,0,10000.0,0,0,7.19
8,6,10000.0,0,0,2.79
465,55,35000.0,375,396,14.99
161,27,150000.0,0,0,0.0
29,4,10000.0,0,0,14.99
38,13,75000.0,0,0,0.0
98,204,350000.0,112,154,0.79
99,24,35000.0,0,0,0.0
1240,94,150000.0,1,1,0.0
17,2,10000.0,0,0,10.99
6,4,10000.0,0,0,1.59
35,26,10000.0,0,0,18.99
2,3,10000.0,0,0,14.99
37,8,35000.0,0,0,0.0
38,12,10000.0,0,0,4.79
143,20,35000.0,364,364,0.79
124,99,10000.0,0,0,31.99
14,5,350000.0,0,0,0.79
4,3,10000.0,0,0,3.99
175,27,10000.0,0,0,1.69
29,2,10000.0,0,0,11.39
2,1,10000.0,0,0,3.99
206,59,35000.0,61,61,11.39
112,89,10000.0,0,0,9.29
1847,883,150000.0,0,0,44.8
0,4,10000.0,0,0,6.99
328,9,35000.0,0,0,10.99
19,3,10000.0,0,0,8.99
34,14,10000.0,0,0,7.99
53,31,75000.0,0,0,0.79
10,4,10000.0,0,0,2.09
4,1,10000.0,0,0,3.99
428,7,10000.0,0,0,14.99
3159,594,350000.0,63,64,0.0
382,15,10000.0,30,30,14.99
23,1,10000.0,0,0,6.99
22,1,10000.0,0,0,6.99
573,25,35000.0,27,50,6.19
2,2,10000.0,0,0,4.99
39,5,10000.0,0,0,2.09
22,23,10000.0,0,0,1.99
2,2,10000.0,0,0,0.79
44,33,75000.0,204,211,0.79
3424,483,1500000.0,63,57,0.0
636,389,150000.0,17,30,0.0
5,2,10000.0,0,0,3.99
1,2,10000.0,0,0,1.59
4438,4973,3500000.0,182,37,0.0
20,11,10000.0,0,0,0.0
17,4,10000.0,23,23,1.69
10,8,10000.0,0,0,0.0
25,9,10000.0,0,0,0.0
4,4,10000.0,0,0,2.09
2932,519,150000.0,229,290,10.99
140,35,150000.0,87,87,1.99
41,25,10000.0,0,0,10.99
277,137,75000.0,404,404,9.29
74,40,10000.0,0,0,14.99
105,36,10000.0,0,0,10.29
6,7,10000.0,0,0,3.99
5,1,10000.0,0,0,6.99
19,4,10000.0,0,0,6.99
34,10,10000.0,0,0,6.99
91,16,10000.0,0,0,10.99
140,18,75000.0,4,4,0.0
56,35,35000.0,0,0,0.0
17,13,10000.0,266,266,3.99
232,101,10000.0,0,0,0.0
14,2,10000.0,0,0,0.79
37,40,150000.0,235,250,3.19
1980,63,75000.0,144,144,15.49
1,5,10000.0,0,0,0.79
105,15,10000.0,0,0,2.09
36,10,10000.0,0,0,0.0
14,5,10000.0,0,0,0.0
3457,993,350000.0,271,36,0.0
180,47,10000.0,0,0,14.99
212,50,35000.0,0,0,10.99
111,5,10000.0,407,407,6.99
52,18,10000.0,0,0,1.99
15,6,10000.0,0,0,8.99
46,51,10000.0,197,197,0.79
86,34,35000.0,0,0,1.59
33,3,10000.0,0,0,0.79
7,8,10000.0,0,0,3.99
258,63,35000.0,69,69,5.99
724,229,150000.0,16,15,0.0
38,3,35000.0,0,0,0.0
49,58,150000.0,332,332,2.79
2,0,10000.0,0,0,4.79
7,6,10000.0,0,0,11.39
1996,110,150000.0,140,159,1.99
15,2,10000.0,0,0,3.99
40,4,10000.0,0,0,3.99
420,34,35000.0,0,0,11.39
4749,950,150000.0,325,400,6.49
12,16,10000.0,0,0,3.99
97,14,10000.0,25,25,9.99
88,29,10000.0,9,9,7.19
86,4,10000.0,0,0,17.99
11,0,10000.0,0,0,6.99
27,23,10000.0,197,197,2.09
14,14,10000.0,0,0,1.59
2,5,10000.0,0,0,2.79
13,6,10000.0,0,0,22.99
10,5,10000.0,0,0,3.99
1,2,10000.0,0,0,2.79
164,46,35000.0,5,5,0.0
43,30,10000.0,0,0,0.0
843,203,350000.0,42,42,0.0
10,7,10000.0,0,0,6.99
6,0,10000.0,0,0,5.59
46,21,35000.0,296,310,6.99
38,0,10000.0,0,0,7.19
52,18,10000.0,0,0,9.99
0,4,10000.0,0,0,4.99
3,1,10000.0,0,0,6.99
13,0,10000.0,0,0,3.99
5,1,10000.0,0,0,4.99
5,0,10000.0,0,0,6.99
2,2,10000.0,0,0,6.99
2,2,10000.0,0,0,6.99
216,106,350000.0,1709,250,0.79
41,68,10000.0,0,0,3.99
15,36,35000.0,299,308,2.99
15,7,10000.0,0,0,1.59
0,1,10000.0,0,0,0.79
5810,366,150000.0,237,241,0.79
18,19,10000.0,0,0,14.99
48,40,35000.0,191,223,3.99
25,34,75000.0,246,246,0.79
5,2,10000.0,0,0,2.09
3,4,10000.0,0,0,1.99
116,46,35000.0,0,0,11.99
1782,613,350000.0,321,397,0.0
38,3,10000.0,0,0,4.99
3,0,10000.0,0,0,1.69
3,5,10000.0,269,272,3.99
198,76,75000.0,8,8,0.0
7,4,10000.0,0,0,1.99
1233,265,350000.0,583,393,0.0
