positive_ratings,negative_ratings,owners,average_playtime,median_playtime,price
45,15,35000.0,1042,1042,6.99
213,118,35000.0,0,0,4.99
372,209,35000.0,0,0,6.99
34,58,10000.0,0,0,2.79
46,44,10000.0,0,0,7.19
26,4,35000.0,0,0,3.99
93,8,35000.0,169,169,4.99
329,28,75000.0,288,300,6.99
52,64,35000.0,0,0,14.99
14,62,10000.0,0,0,10.99
291,84,35000.0,0,0,7.19
2006,425,350000.0,1718,244,1.59
114,32,75000.0,0,0,14.99
21,15,10000.0,0,0,10.99
135,50,35000.0,126,126,18.99
139,9,35000.0,0,0,13.99
9252,786,3500000.0,5852,50,0.0
46,16,10000.0,0,0,12.99
47,23,75000.0,0,0,2.79
960,337,350000.0,14,15,0.0
91,64,35000.0,3,3,6.99
2981,1176,750000.0,93,161,0.0
787,101,35000.0,105,174,1.59
8,6,10000.0,0,0,15.49
46,19,35000.0,0,0,6.99
508,212,150000.0,225,225,22.99
527,68,75000.0,199,199,4.59
13,34,35000.0,0,0,6.99
37,54,10000.0,0,0,10.59
1251,425,350000.0,542,549,10.99
32,8,10000.0,0,0,6.99
8,8,10000.0,6,6,3.99
131,51,10000.0,0,0,3.99
23,21,10000.0,0,0,1.59
50,59,10000.0,0,0,2.79
1329,836,150000.0,1416,2603,23.99
148,67,10000.0,0,0,3.99
1071,1007,350000.0,320,320,3.99
1580,54,75000.0,0,0,6.99
1028,1119,150000.0,150,150,14.99
813,212,150000.0,77,77,9.99
70,33,10000.0,0,0,6.99
5,7,10000.0,0,0,15.49
292,22,35000.0,0,0,3.99
103,14,10000.0,0,0,4.79
16,15,10000.0,0,0,15.49
2998,569,350000.0,52,54,4.79
23,20,10000.0,0,0,3.99
41,3,10000.0,0,0,3.99
826,156,75000.0,143,143,10.99
1,5,10000.0,0,0,3.99
86,48,10000.0,0,0,3.99
3612,1139,750000.0,125,125,14.99
68,40,10000.0,0,0,10.99
10,5,10000.0,0,0,1.69
4,2,10000.0,0,0,5.79
81,112,10000.0,0,0,3.99
11,3,10000.0,0,0,15.49
70,40,35000.0,0,0,8.99
17,13,10000.0,0,0,15.49
421,72,35000.0,0,0,14.99
745,218,75000.0,0,0,6.99
71,12,10000.0,0,0,15.49
414,150,75000.0,0,0,6.99
92,10,10000.0,0,0,15.49
319,203,350000.0,220,221,4.99
9,14,10000.0,0,0,4.99
98,68,150000.0,358,381,4.79
410,42,75000.0,0,0,6.99
100,14,35000.0,0,0,4.99
174,69,10000.0,0,0,10.99
23,6,10000.0,0,0,1.69
266,41,75000.0,0,0,6.99
137,17,35000.0,0,0,4.79
11,19,10000.0,13,13,5.59
172,44,75000.0,28,28,10.99
212,50,150000.0,318,318,4.99
792,89,150000.0,261,276,6.99
15784,2179,750000.0,474,615,3.99
815,127,35000.0,0,0,1.99
286,75,35000.0,14,14,4.99
191,293,350000.0,11,21,0.0
118634,4496,7500000.0,412,145,0.0
95,105,150000.0,3,3,0.0
248,87,35000.0,0,0,10.99
153,20,10000.0,0,0,1.69
45,91,35000.0,0,0,13.49
741,223,750000.0,189,233,0.0
292,61,75000.0,48,48,6.99
3619,1819,750000.0,449,537,15.99
403,143,150000.0,289,289,2.09
1458,440,150000.0,794,794,11.39
40,4,10000.0,0,0,6.49
41,26,10000.0,0,0,1.99
25,21,10000.0,0,0,2.79
1673,225,150000.0,145,195,8.99
225,47,75000.0,188,217,2.79
3130,1333,150000.0,308,308,44.99
8238,827,750000.0,680,740,14.99
28,70,10000.0,0,0,2.99
160,56,75000.0,27375,27375,3.99
40,3,10000.0,0,0,4.79
503,498,150000.0,196,196,6.99
64,47,75000.0,6,6,3.99
2,3,10000.0,0,0,6.99
331,83,35000.0,0,0,6.99
77,34,35000.0,0,0,5.19
408,178,75000.0,0,0,8.99
109,30,10000.0,0,0,4.99
102,32,10000.0,0,0,2.79
42,31,35000.0,0,0,2.79
74,21,10000.0,0,0,3.99
136,66,10000.0,0,0,2.79
586,35,35000.0,404,404,10.99
32,39,35000.0,0,0,5.79
707,370,75000.0,0,0,6.99
255,74,35000.0,0,0,12.99
52,36,35000.0,0,0,14.99
118,141,75000.0,0,0,2.79
136,51,10000.0,0,0,18.99
8,7,10000.0,0,0,4.79
499,195,350000.0,182,212,7.99
17,12,10000.0,0,0,1.69
85,7,10000.0,359,359,26.99
442,374,75000.0,117,132,0.79
534,153,75000.0,114,114,6.99
479,64,35000.0,0,0,22.99
46,17,10000.0,0,0,0.0
16,9,10000.0,0,0,6.19
2898,1123,350000.0,166,209,9.99
52,30,10000.0,0,0,6.99
2,12,10000.0,0,0,5.59
1710,530,350000.0,165,222,0.0
424,78,35000.0,0,0,60.99
24,7,10000.0,0,0,3.99
828,71,350000.0,17,29,0.0
19,38,10000.0,0,0,3.99
122,19,35000.0,0,0,4.99
7,47,10000.0,0,0,3.99
12,8,10000.0,0,0,3.99
18,46,10000.0,0,0,6.99
10,4,10000.0,0,0,6.99
710,123,150000.0,202,202,14.99
152,52,10000.0,0,0,6.99
474,116,150000.0,53,80,0.0
388,131,150000.0,217,217,3.99
12,3,10000.0,0,0,6.99
16,2,10000.0,0,0,6.99
198,61,150000.0,551,551,5.49
22,9,10000.0,0,0,3.99
236,242,150000.0,225,286,1.59
1438,1665,150000.0,0,0,33.99
1,2,10000.0,0,0,3.99
62,20,10000.0,95,95,2.79
2591,205,350000.0,166,166,10.99
15,3,10000.0,0,0,15.49
52737,2990,1500000.0,5546,1471,2.79
2660,121,350000.0,388,469,10.99
1650,125,150000.0,0,0,6.99
513,48,75000.0,454,454,6.99
633,430,75000.0,0,0,14.99
108601,4206,7500000.0,1070,404,10.99
1,5,10000.0,0,0,3.99
32,32,10000.0,0,0,6.99
164,9,10000.0,0,0,7.19
14847,2202,1500000.0,212,203,17.99
561,318,35000.0,0,0,39.99
34,40,150000.0,0,0,14.99
10,26,10000.0,0,0,6.99
31,32,10000.0,0,0,14.99
633,84,150000.0,4,4,5.99
184,41,10000.0,0,0,13.99
2132,132,150000.0,0,0,15.49
2621,1096,150000.0,592,592,19.49
192,133,75000.0,0,0,11.99
268,113,35000.0,195,195,4.99
1158,468,150000.0,87,172,7.19
59,22,10000.0,0,0,29.99
38,42,10000.0,0,0,14.99
132,85,75000.0,8,8,6.99
51,42,35000.0,0,0,3.99
23,32,10000.0,0,0,6.99
6,6,10000.0,0,0,7.99
4,1,10000.0,0,0,3.99
62,19,35000.0,0,0,7.19
1397,616,350000.0,272,272,10.99
22952,3202,1500000.0,1084,618,24.99
1662,195,150000.0,0,0,10.99
30,33,10000.0,0,0,1.59
43,12,35000.0,0,0,3.99
16,15,35000.0,0,0,3.99
21,17,35000.0,0,0,3.99
64,16,75000.0,0,0,3.99
3855,382,350000.0,142,162,6.69
1048,83,150000.0,75,75,14.99
70,33,35000.0,0,0,6.99
80,16,35000.0,450,481,6.99
314,53,75000.0,6,6,10.99
12601,1680,750000.0,2575,2530,31.99
436,38,10000.0,278,278,10.99
5325,1470,3500000.0,203,216,11.39
172,14,75000.0,0,0,0.0
197,44,10000.0,0,0,11.49
8,35,10000.0,0,0,8.29
29,12,10000.0,0,0,5.59
713,258,150000.0,49,49,3.99
84,70,10000.0,0,0,8.99
8633,1245,750000.0,299,174,10.99
35,30,10000.0,0,0,6.99
145,32,75000.0,53,90,3.99
2557,605,150000.0,0,0,10.99
85,51,10000.0,0,0,6.95
37,40,35000.0,0,0,6.99
191,72,35000.0,0,0,0.79
205,14,10000.0,0,0,6.99
1900,40,75000.0,188,188,29.99
188,90,10000.0,217,217,3.99
92,90,10000.0,0,0,14.99
7,8,10000.0,0,0,0.79
458,189,75000.0,0,0,10.99
3,6,10000.0,0,0,3.99
1415,889,150000.0,273,491,13.49
7,9,10000.0,0,0,5.59
41,10,10000.0,0,0,7.99
8,12,10000.0,0,0,3.99
40,31,35000.0,214,214,3.99
141,39,35000.0,0,0,1.99
1153,486,35000.0,55204,55204,32.99
163,43,35000.0,0,0,2.89
528,106,150000.0,6,6,1.99
18,117,35000.0,0,0,1.99
285,83,75000.0,0,0,3.99
731,34,75000.0,0,0,8.99
165,13,10000.0,0,0,3.99
21,7,10000.0,82,82,3.99
345,103,150000.0,237,237,14.99
45,36,35000.0,0,0,3.99
137,167,75000.0,15,15,3.99
37,33,35000.0,0,0,6.99
10152,1406,350000.0,993,1655,34.99
3865,1182,750000.0,50,47,0.0
109,13,10000.0,0,0,3.99
440,115,350000.0,188,297,3.99
26,11,10000.0,0,0,4.99
578,73,35000.0,586,586,6.99
108,15,35000.0,0,0,3.99
39,2,10000.0,0,0,3.99
225,27,75000.0,1,1,60.99
8,0,10000.0,0,0,9.99
41,21,10000.0,0,0,4.79
116,30,75000.0,406,406,3.99
591,184,75000.0,0,0,13.99
38,43,10000.0,0,0,15.49
15,39,10000.0,307,307,14.99
299,50,35000.0,0,0,7.99
12297,4469,1500000.0,2147,2926,29.99
145,64,10000.0,0,0,7.19
81,134,35000.0,0,0,7.19
30,11,10000.0,0,0,6.99
40,16,10000.0,0,0,3.99
35,44,35000.0,0,0,5.59
162,21,10000.0,0,0,10.99
9,14,10000.0,0,0,3.99
228,60,350000.0,216,217,3.99
26,22,10000.0,0,0,3.99
513,43,35000.0,0,0,6.99
1065,1017,75000.0,54618,54618,0.0
942,484,150000.0,236,306,0.79
775,231,150000.0,245,309,1.59
14,10,35000.0,0,0,6.99
432,197,75000.0,0,0,14.99
605,270,350000.0,21,22,0.0
35,9,10000.0,0,0,8.99
2203,552,350000.0,1064,1064,6.99
9,31,10000.0,0,0,1.59
11426,1264,1500000.0,1218,1048,4.99
27,10,10000.0,0,0,3.99
2780,219,150000.0,784,784,10.99
82,23,35000.0,3,3,6.99
44,14,35000.0,0,0,7.99
40,53,10000.0,0,0,6.99
6,40,35000.0,0,0,6.99
516,246,75000.0,5934,5934,10.99
139,23,10000.0,0,0,1.59
37,39,75000.0,105,105,6.99
302,67,10000.0,0,0,10.99
258,90,75000.0,435,435,7.19
21,2,750000.0,1,1,0.0
20,19,10000.0,1,1,4.79
2,4,10000.0,0,0,5.79
116,210,150000.0,0,0,14.99
2132,528,350000.0,424,574,19.99
348,109,35000.0,54,54,6.99
2646,1211,150000.0,379,757,14.99
1512,905,75000.0,868,868,10.99
796,26,150000.0,92,92,14.99
39,12,10000.0,0,0,5.59
21,11,10000.0,0,0,3.99
875,119,150000.0,133,247,14.99
276,55,35000.0,0,0,7.19
235,46,75000.0,510,510,14.99
85,13,10000.0,0,0,6.99
28,20,35000.0,0,0,4.99
69,9,35000.0,0,0,4.99
272,30,75000.0,0,0,4.99
5987,1147,350000.0,257,476,2.79
147,35,10000.0,0,0,4.79
27,1,10000.0,0,0,3.99
70,7,10000.0,0,0,6.99
742,241,150000.0,172,172,9.99
59,23,10000.0,0,0,10.99
555,54,35000.0,62,62,10.99
767,451,350000.0,13,26,0.0
24,32,35000.0,0,0,6.99
511,122,35000.0,0,0,9.99
318,37,35000.0,0,0,7.19
24,4,10000.0,0,0,14.99
1234,340,75000.0,0,0,11.39
412,49,10000.0,0,0,10.99
4088,1174,750000.0,146,168,9.99
35,26,35000.0,0,0,4.99
14,16,35000.0,0,0,18.99
119,9,35000.0,0,0,18.99
14,3,10000.0,0,0,18.99
102,8,35000.0,0,0,18.99
5,18,10000.0,0,0,1.59
21,3,10000.0,0,0,6.99
9,8,10000.0,0,0,6.99
1224,221,35000.0,0,0,6.99
2850,279,350000.0,432,438,6.99
150,125,150000.0,0,0,9.99
140,210,10000.0,0,0,12.99
462,105,75000.0,0,0,10.99
29,55,35000.0,0,0,13.49
17,9,10000.0,0,0,18.99
13,43,10000.0,0,0,4.99
27,11,10000.0,0,0,4.99
49,24,35000.0,0,0,4.99
118,15,35000.0,0,0,4.99
398,142,150000.0,365,365,2.79
81,16,10000.0,0,0,10.99
22,5,10000.0,0,0,2.09
174,51,10000.0,187,187,15.99
189,103,75000.0,0,0,18.99
21,16,10000.0,0,0,4.99
9,5,10000.0,0,0,0.79
13,33,35000.0,0,0,3.99
35,22,35000.0,283,341,4.99
72,33,10000.0,0,0,9.99
20,18,10000.0,0,0,3.99
1218,96,150000.0,334,492,5.79
36,5,10000.0,0,0,3.99
45,34,10000.0,0,0,14.99
49,59,35000.0,0,0,6.99
14,9,10000.0,0,0,14.99
37,10,35000.0,0,0,4.99
56,13,35000.0,0,0,4.99
16,2,10000.0,0,0,4.99
283,159,35000.0,0,0,10.99
13,24,10000.0,0,0,1.99
40,43,350000.0,290,334,1.99
138,59,150000.0,10,10,0.0
78,17,10000.0,0,0,13.99
5036,509,750000.0,432,497,19.99
366,67,35000.0,0,0,19.49
3198,988,350000.0,503,700,0.0
2258,173,150000.0,4,4,11.39
109,52,10000.0,0,0,0.79
140,60,35000.0,0,0,4.99
56,18,35000.0,0,0,6.99
75,54,35000.0,0,0,0.0
34,17,10000.0,0,0,7.19
88,11,35000.0,0,0,3.99
11,3,10000.0,0,0,4.79
650,198,350000.0,234,320,12.99
3894,1224,350000.0,676,944,22.99
1000,612,150000.0,11,11,19.99
390,40,150000.0,26,26,6.99
4,17,10000.0,0,0,6.99
2220,425,150000.0,121,130,8.99
67,90,10000.0,0,0,14.99
11,10,10000.0,0,0,4.99
32,1,35000.0,0,0,4.99
45,6,35000.0,0,0,4.99
144,46,35000.0,6,6,4.99
12,4,10000.0,0,0,4.99
14,9,10000.0,0,0,4.99
11,6,10000.0,0,0,4.99
113,15,10000.0,0,0,3.99
57,35,10000.0,161,161,4.79
589,218,75000.0,0,0,1.59
858,98,75000.0,1518,1518,6.99
26,41,10000.0,0,0,29.99
372,49,35000.0,0,0,10.99
20,11,10000.0,0,0,7.19
140,42,10000.0,0,0,10.99
239,60,75000.0,247,247,6.99
175,106,35000.0,41,66,9.99
286,609,150000.0,116,137,3.99
56,16,10000.0,0,0,3.99
1061,102,75000.0,225,225,14.99
122,35,75000.0,0,0,10.99
24,7,10000.0,0,0,0.79
261,68,35000.0,0,0,7.99
112,51,35000.0,0,0,3.99
6,2,10000.0,0,0,3.99
8,7,10000.0,0,0,6.99
317,208,75000.0,0,0,6.99
1101,337,150000.0,0,0,1.99
5,3,10000.0,0,0,4.79
87,25,10000.0,593,593,3.99
51,32,75000.0,0,0,6.99
28,3,10000.0,0,0,8.99
4,18,10000.0,0,0,4.79
117,11,10000.0,0,0,36.99
110,29,10000.0,0,0,7.19
872,240,350000.0,326,326,14.99
14338,697,1500000.0,524,518,11.99
13,8,10000.0,0,0,10.99
180,105,75000.0,248,283,6.99
1100,530,350000.0,1,1,0.0
197,73,35000.0,0,0,15.49
200,47,75000.0,13,13,6.99
491,389,35000.0,0,0,3.99
21,20,10000.0,0,0,3.99
122,33,35000.0,182,182,5.59
12,3,10000.0,0,0,4.79
103,93,35000.0,127,127,7.99
1826,747,750000.0,46,20,0.0
133,19,10000.0,1262,1262,10.99
10,37,35000.0,74,74,1.99
1599,346,150000.0,113,113,2.79
42,22,10000.0,0,0,7.19
82,10,10000.0,0,0,10.99
31230,1538,1500000.0,249,98,0.0
1073,126,150000.0,449,449,10.99
1180,185,75000.0,363,363,10.29
122,26,10000.0,0,0,9.99
29,7,10000.0,0,0,2.79
39,16,35000.0,0,0,0.0
4456,962,350000.0,311,440,31.99
178,75,75000.0,0,0,2.99
774,72,350000.0,30,30,18.99
610,132,75000.0,257,257,10.99
119,31,35000.0,0,0,3.99
109,10,10000.0,0,0,15.49
54,27,35000.0,0,0,4.79
107,65,350000.0,222,234,3.99
1473,284,75000.0,73,119,13.49
65,72,35000.0,0,0,6.99
14,29,10000.0,0,0,6.99
155,63,35000.0,0,0,6.99
93,5,35000.0,0,0,7.19
97,80,75000.0,222,222,5.99
1851,1778,1500000.0,272,54,0.0
2,2,10000.0,0,0,6.99
3084,187,150000.0,377,492,14.99
167,47,35000.0,0,0,9.99
51,9,10000.0,0,0,15.49
30,7,10000.0,0,0,6.99
9013,2738,750000.0,723,783,24.99
71,13,35000.0,0,0,6.99
208,55,150000.0,0,0,44.99
10,1,10000.0,0,0,5.99
73,12,10000.0,0,0,10.99
112,17,35000.0,0,0,9.99
132,18,35000.0,0,0,4.99
96,20,35000.0,0,0,5.99
486,93,75000.0,333,395,2.79
213,65,35000.0,0,0,11.39
3484,3010,750000.0,509,853,14.99
68,42,75000.0,0,0,3.99
53,3,10000.0,0,0,7.19
1514,242,350000.0,646,757,12.39
174,26,10000.0,0,0,2.79
142,16,10000.0,0,0,10.99
113,49,35000.0,0,0,6.99
31,5,10000.0,0,0,5.99
216,224,35000.0,11,11,0.0
47,14,75000.0,263,269,9.29
82,67,75000.0,55,55,2.89
16,17,10000.0,0,0,3.99
14,3,10000.0,0,0,7.99
59,96,150000.0,210,215,0.79
201,255,350000.0,276,275,0.79
8032,851,750000.0,171,118,5.79
22,7,35000.0,0,0,10.59
77,5,10000.0,0,0,2.79
21,4,10000.0,0,0,3.99
961,118,150000.0,24,34,0.0
33,30,10000.0,0,0,13.99
41,59,75000.0,239,249,1.59
10,1,10000.0,0,0,6.99
181,90,75000.0,67,67,7.19
102,42,75000.0,415,415,2.79
1425,284,350000.0,453,453,5.59
140,3,10000.0,5,5,4.79
15,1,10000.0,0,0,2.89
585,73,35000.0,871,871,10.99
61,16,35000.0,0,0,3.99
67,83,10000.0,0,0,8.99
30,18,10000.0,0,0,22.99
6,12,10000.0,0,0,4.79
38,11,10000.0,0,0,18.99
4298,1432,750000.0,596,638,14.99
85,36,35000.0,0,0,5.59
26,4,10000.0,286,286,6.99
38,8,35000.0,359,359,10.59
19,15,10000.0,42,83,2.09
14,2,10000.0,0,0,1.59
16160,740,750000.0,526,284,6.99
1498,46,75000.0,171,219,11.39
25,33,35000.0,0,0,6.99
63,44,10000.0,2,2,2.09
17,22,10000.0,0,0,2.79
68,15,35000.0,0,0,1.99
85,19,35000.0,0,0,3.99
200,73,35000.0,0,0,4.99
43743,10891,7500000.0,715,73,0.0
3233,1376,350000.0,11517,11438,12.99
76,27,10000.0,0,0,5.79
2112,297,150000.0,409,591,14.99
32,8,10000.0,0,0,7.19
195,98,150000.0,14,14,0.0
868,1357,150000.0,206,253,0.79
598,334,350000.0,64,64,6.99
24,4,10000.0,0,0,4.99
580,533,35000.0,0,0,6.99
84,4,10000.0,0,0,9.0
187,60,35000.0,0,0,4.79
986,310,750000.0,257,302,10.99
13329,2112,750000.0,2101,927,3.99
8,0,10000.0,0,0,11.39
33,21,10000.0,75,75,6.99
35,24,10000.0,0,0,10.99
110,20,150000.0,301,312,1.99
27,13,10000.0,0,0,6.99
852,256,75000.0,154,154,10.99
47,37,35000.0,0,0,6.99
15,6,35000.0,0,0,6.99
22,4,10000.0,0,0,6.99
403,33,10000.0,0,0,19.49
213,31,35000.0,0,0,3.99
32,9,10000.0,0,0,1.69
221,65,35000.0,135,135,0.79
54,21,10000.0,0,0,2.09
32,12,10000.0,0,0,0.79
48,9,35000.0,0,0,3.99
77,37,35000.0,0,0,11.39
873,87,350000.0,453,502,0.0
562,20,35000.0,0,0,15.99
4,8,10000.0,0,0,4.79
27,29,10000.0,0,0,3.99
1824,110,75000.0,255,255,9.29
46,13,10000.0,0,0,3.99
21,98,10000.0,0,0,3.99
204,59,10000.0,0,0,29.99
35,0,10000.0,0,0,5.79
170,58,35000.0,0,0,0.79
105,46,10000.0,0,0,14.99
229,437,350000.0,9,13,0.0
261,54,35000.0,348,348,4.99
41,17,10000.0,455,455,4.99
11,15,10000.0,0,0,3.99
18,11,10000.0,237,237,3.99
11701,2227,3500000.0,320,21,0.0
25959,4289,1500000.0,3189,2442,29.99
11,9,10000.0,0,0,29.99
99,44,35000.0,42,42,5.59
1702,2664,750000.0,41,30,0.0
16,4,10000.0,0,0,11.99
715,317,350000.0,192,167,0.0
1,3,10000.0,0,0,5.59
18,1,10000.0,0,0,3.99
57,10,35000.0,276,276,3.99
18,4,10000.0,368,368,1.99
18,1,10000.0,0,0,6.99
2,4,10000.0,0,0,3.99
1298,167,150000.0,761,761,11.39
93,47,35000.0,0,0,4.99
7450,344,350000.0,882,1298,6.99
22,33,10000.0,75,75,6.99
152,72,75000.0,0,0,11.99
15,8,10000.0,0,0,5.59
320,80,35000.0,16,16,1.99
242,211,150000.0,5237,10470,0.0
175,93,35000.0,0,0,6.99
115,36,75000.0,0,0,3.99
35,92,10000.0,0,0,29.99
305,252,35000.0,0,0,1.69
22,28,75000.0,308,323,3.99
181,15,10000.0,0,0,1.59
54,27,10000.0,0,0,3.99
25,33,10000.0,0,0,1.69
42,13,10000.0,0,0,6.99
124,53,150000.0,0,0,0.0
211,64,35000.0,0,0,3.99
213,53,35000.0,0,0,6.99
76,28,35000.0,229,234,6.99
92,18,35000.0,0,0,3.99
292,33,35000.0,67,67,10.99
607,23,35000.0,0,0,10.99
158,41,10000.0,0,0,18.99
5,1,10000.0,0,0,3.99
32,19,10000.0,146,146,6.19
16,19,10000.0,0,0,11.39
19,7,10000.0,0,0,10.99
20,1,10000.0,0,0,3.99
293,42,35000.0,0,0,7.99
58,28,75000.0,202,228,0.79
264,48,35000.0,0,0,14.99
39,32,35000.0,565,565,0.79
365,100,150000.0,104,104,6.99
197,9,10000.0,0,0,14.99
276,417,350000.0,228,294,0.0
19,9,10000.0,0,0,22.99
384,35,75000.0,0,0,4.79
28,15,10000.0,0,0,2.09
186,323,350000.0,5,5,0.0
26,8,10000.0,0,0,4.79
18,3,10000.0,0,0,1.99
22,4,10000.0,0,0,4.79
22,7,10000.0,0,0,4.79
73,17,35000.0,0,0,3.99
25,9,10000.0,0,0,3.99
12,15,10000.0,0,0,3.99
21,3,10000.0,0,0,11.39
21,11,10000.0,0,0,9.99
100,13,10000.0,0,0,23.79
16023,7344,1500000.0,798,977,19.99
85,41,10000.0,489,489,7.19
251,125,10000.0,0,0,11.39
6,2,10000.0,0,0,8.99
644,103,150000.0,186,186,6.99
55,31,75000.0,346,346,14.99
86,58,10000.0,0,0,1.99
37,39,10000.0,0,0,3.99
197,34,35000.0,286,286,3.99
45,17,10000.0,0,0,5.99
89,14,10000.0,157,157,7.19
4752,489,350000.0,554,350,11.39
6578,123,350000.0,166,166,6.99
176,8,10000.0,0,0,4.99
91,78,150000.0,339,339,3.99
183,154,350000.0,1,1,0.0
239,78,150000.0,386,515,1.99
24,4,10000.0,0,0,3.99
182,44,35000.0,0,0,8.99
184,41,10000.0,0,0,6.99
116,97,75000.0,283,293,2.09
31,2,10000.0,0,0,6.99
39,2,10000.0,0,0,4.79
90,28,10000.0,0,0,14.99
17,9,10000.0,0,0,0.79
144,3,10000.0,0,0,6.99
4,7,10000.0,0,0,6.99
46,6,10000.0,0,0,29.99
166,42,10000.0,0,0,12.99
130,21,35000.0,0,0,14.99
31,91,10000.0,0,0,5.79
41,9,10000.0,0,0,3.99
477,33,35000.0,0,0,22.99
84,18,35000.0,1084,1084,11.39
1706,2059,1500000.0,51,47,0.0
78,22,10000.0,0,0,7.19
9,6,10000.0,0,0,4.79
76,24,10000.0,0,0,6.99
3,6,10000.0,0,0,5.99
43,18,10000.0,0,0,7.19
242,128,150000.0,274,285,2.79
204,116,35000.0,294,294,10.99
10,0,10000.0,0,0,26.99
4,2,10000.0,0,0,29.99
4,3,10000.0,0,0,18.99
3,0,10000.0,0,0,26.99
24,2,10000.0,0,0,2.79
157,79,75000.0,200,200,3.99
131,60,75000.0,0,0,6.99
234,70,75000.0,39,39,6.99
2140,365,150000.0,85,85,6.99
1684,1180,750000.0,135,231,0.0
175,23,35000.0,0,0,3.99
7,11,10000.0,0,0,3.99
14,1,10000.0,0,0,10.29
12,2,10000.0,0,0,15.49
48,10,10000.0,0,0,15.49
294,78,75000.0,1027,1027,6.99
30,8,10000.0,0,0,5.59
5,9,10000.0,0,0,4.79
1232,565,150000.0,67,67,23.99
181,128,350000.0,268,234,0.79
599,714,750000.0,39,43,0.0
122,81,350000.0,0,0,2.09
28,15,10000.0,0,0,10.99
18,10,10000.0,0,0,4.99
142,39,35000.0,0,0,0.99
156,40,35000.0,0,0,6.99
229,65,150000.0,0,0,0.0
21,15,10000.0,0,0,0.79
39,13,10000.0,0,0,6.99
88,5,10000.0,0,0,3.99
102,26,10000.0,0,0,4.99
102,97,35000.0,55,55,0.0
111,21,10000.0,0,0,7.19
51,1,10000.0,0,0,11.39
16,16,10000.0,177,177,1.99
510,107,350000.0,14,14,0.0
361,25,35000.0,0,0,6.99
272,49,75000.0,359,429,6.99
582,105,75000.0,0,0,7.99
1214,312,150000.0,140,140,10.99
102,78,35000.0,0,0,17.99
1066,576,150000.0,145,145,16.99
14,89,10000.0,0,0,4.79
13,6,10000.0,0,0,14.99
3677,1197,1500000.0,150,78,0.0
163,83,75000.0,174,182,3.99
52,17,35000.0,26,26,3.99
2196,393,350000.0,132,132,15.99
1719,50,75000.0,0,0,4.79
1924,328,350000.0,644,799,6.99
178,16,10000.0,0,0,4.79
218,438,350000.0,187,206,0.79
4,9,10000.0,0,0,3.99
108,24,10000.0,0,0,4.79
6,13,10000.0,0,0,3.99
112,20,10000.0,0,0,10.99
439,138,75000.0,0,0,6.99
46,11,10000.0,0,0,0.79
1471,1322,750000.0,5448,8166,0.0
5781,2192,3500000.0,1571,755,0.0
23,3,10000.0,0,0,6.99
89,52,10000.0,0,0,5.59
6,5,10000.0,0,0,2.89
17,4,10000.0,0,0,10.99
289,51,75000.0,0,0,18.99
17761,711,750000.0,2741,780,6.99
11,18,75000.0,289,294,1.59
30,19,10000.0,0,0,13.99
38,11,10000.0,0,0,13.99
372,64,10000.0,0,0,6.99
575,63,75000.0,0,0,14.99
6,38,35000.0,272,272,3.99
1605,410,350000.0,50,63,3.99
408,411,150000.0,282,309,0.79
209,29,75000.0,0,0,1.59
29,6,10000.0,0,0,2.79
2,1,10000.0,0,0,7.19
1026,283,75000.0,1388,1388,6.99
1447,956,150000.0,73,73,19.99
4,17,10000.0,0,0,19.49
153,197,350000.0,2,2,3.99
37,21,10000.0,0,0,24.99
52,90,35000.0,238,238,2.09
15,1,10000.0,0,0,5.59
362,173,150000.0,0,0,4.79
241,19,35000.0,0,0,1.59
27,10,10000.0,0,0,1.99
510,62,150000.0,306,349,3.99
371,96,150000.0,271,349,3.99
142,58,75000.0,218,229,3.99
18,4,10000.0,0,0,6.99
384,90,35000.0,840,840,1.99
273,90,150000.0,9,10,0.0
213,31,35000.0,0,0,5.59
12,1,10000.0,0,0,8.99
13,2,10000.0,0,0,2.79
6,0,10000.0,0,0,5.99
3,3,10000.0,0,0,9.99
32,9,10000.0,101,101,5.49
36,12,10000.0,0,0,3.99
328,399,150000.0,0,0,0.0
82,48,35000.0,290,290,0.79
12,5,10000.0,0,0,3.99
679,173,75000.0,162,297,12.99
15,3,10000.0,0,0,2.09
581,42,35000.0,420,487,2.89
261,347,350000.0,36,37,0.0
4,6,10000.0,0,0,8.99
10,6,10000.0,0,0,2.89
274,37,35000.0,0,0,7.19
22,4,10000.0,0,0,2.89
40,116,35000.0,0,0,1.59
9,2,10000.0,3,3,12.39
11,1,10000.0,0,0,5.59
25,3,10000.0,0,0,4.99
814,151,75000.0,322,355,6.99
17,17,10000.0,0,0,3.99
240,68,35000.0,2,2,1.99
219,35,35000.0,0,0,2.79
414,296,350000.0,374,655,0.0
380,84,75000.0,200,275,3.99
9,4,10000.0,0,0,10.99
92,31,75000.0,296,296,14.99
21,4,10000.0,0,0,12.49
4,8,10000.0,0,0,3.99
22,12,10000.0,0,0,4.79
41,10,10000.0,0,0,11.39
25,9,10000.0,0,0,15.49
3211,362,350000.0,185,144,10.99
0,3,10000.0,0,0,6.99
176,75,10000.0,0,0,10.99
125,77,10000.0,0,0,6.99
62,15,10000.0,0,0,7.19
86,97,75000.0,149,159,0.0
35,61,35000.0,212,212,4.99
14,7,35000.0,0,0,3.99
203,27,75000.0,86,166,2.79
